PC 1,PC 2,cluster
-0.7807528388915741,-0.6473344092917506,0
-0.808909466746654,-0.7201539797484384,0
-0.7213332538864561,-0.7293305841941716,0
-0.7710993162222637,-0.7919330002892353,0
-0.7382878454031128,-0.7304476744101274,0
-0.7613309591694108,-0.7977042189151347,0
-0.8070816396399323,-0.7334711331893515,0
-0.9142909765132332,-0.7513994855567737,0
-0.870357074174797,-0.6971633945138682,0
-0.8502094346827646,-0.6224067249025635,0
-0.7751576988839044,-0.5889518480034891,0
-0.8630228302627605,-0.7118583032350541,0
-0.807911285066037,-0.7373718759436115,0
-0.8284017580885411,-0.7581003211729134,0
-0.8856570125154275,-0.6868868491254367,0
-0.7779244006841033,-0.6957233558268591,0
-0.6953170240983843,-0.5649248943169394,0
-0.6744454138831358,-0.5383230259536008,0
-0.7183410128623983,-0.5909059954359727,0
-0.6631302984546867,-0.6632802032619692,0
-0.7179305512423806,-0.6019774074176648,0
-0.6475275011749573,-0.5743798517120516,0
-0.6157360587773828,-0.46033972630166237,0
-0.5635265991742733,-0.16128091688740476,-1
-0.7155992301984764,-0.22641010275348947,0
-0.7209916303595066,0.08835864095686186,0
-0.6659967167715828,0.08699310745688107,0
-0.8319067501861783,-0.06192542362518487,0
-0.7301520654627522,-0.07206781994217332,0
-0.8396731852789536,-0.10308954964895263,0
-1.0127613608278152,-0.2685849546218117,0
-0.9458381824523203,-0.12542579742065532,0
-1.2165018891887698,-0.19145714080486032,0
-1.3530823738377393,-0.08014680625978693,0
-1.1855942016484293,-0.09994404429374408,0
-1.2552659255121754,-0.008050698215015056,0
-1.2921115602716342,0.17279331275878504,0
-1.3262621932982528,0.11048973482775279,0
-1.3405053900178163,0.17905998923062455,0
-1.1434477003877026,0.27851322339434864,0
-1.1938658630875656,0.2717304488412692,0
-1.2473477732177478,0.31002120046801485,0
-1.0643016326016679,0.5512235569154679,0
-1.1324455025870839,0.4353801364666898,0
-0.9549964618391125,0.6768627880214662,0
-1.0430287860139127,0.49921908297349515,0
-0.9033574024759679,0.7949272111981932,0
-1.0102102251960308,0.7508636462782292,0
-1.0096152730286105,0.8149739032999939,0
-0.8004256153602398,0.9753309326273416,0
-0.9961147947244271,0.7868989943824233,0
-0.8902663505116256,0.780003028973995,0
-0.9312519947776372,0.7579820776496138,0
-0.810700616729173,0.8522719436278413,0
-0.815089296716691,0.8495842520808168,0
-0.9675583553628677,0.7570440062838804,0
-0.542407517211053,1.110215570492913,0
-0.6898585279783354,1.0864054328832766,0
-0.779824827256292,0.9757119273589423,0
-0.8601824964447,0.7838399576638746,0
-0.5834816929875375,1.0245721506387286,0
-0.44454478521968205,1.3551870141164142,0
-0.41490591381574454,1.3727361873920685,-1
-0.6149131970877955,0.9987233373194057,0
-0.6530318410565397,1.2313546516113578,0
-0.38594586739736025,1.308523002225695,0
-0.2515503773449955,1.4436058803278544,0
0.040914041032797166,1.5824048797539443,1
-0.004276576069396909,1.5350714796633653,1
0.17225076320182992,1.574282163894055,1
0.16523592328457956,1.470521307104553,1
0.22209273163428342,1.4410214593759094,1
0.29003522915918734,1.644811579388965,1
0.161279038313226,1.649242647444473,1
0.4102397573898257,1.3082891793153324,1
0.3422708367353716,1.451120416168842,1
0.41269416887361215,1.4222958527405534,1
0.4089034394015014,1.4521629303056949,1
0.45700397235030005,1.405598181887265,1
0.4161158151887474,1.4726103095782157,1
0.658883498582272,1.291279576312251,1
0.7608319282065599,1.124588203987712,1
0.8827030240201068,1.2365613069975443,1
0.7895684702990184,1.3582177312382377,1
0.7746935442333565,1.4193248927383981,1
1.0543206277416544,1.108530586091583,1
0.9284792784864695,1.281707026722992,1
1.025119526016908,1.2170851570033023,1
0.8554530813561627,1.115014748307595,1
1.0340494890359393,1.1724018881499143,1
1.100425429665827,1.0632387006537634,1
0.918569591578835,1.1991211310576386,1
1.1182160565250512,1.0292280867091361,1
1.0251905205068708,1.0576502541875743,1
1.1059150814414709,1.1030055907107545,1
0.8919285534461154,1.22511665524711,1
0.9630442450011315,1.2763353426037007,1
1.0401573203522418,1.2760040187858164,1
1.071920828160919,1.0157545311542757,1
0.8962841086993896,1.2247124975256427,1
0.9546328267339186,1.2142170505409098,1
1.1347289511143677,1.2301637607490805,1
1.1556095643049433,1.1793681356453851,1
1.1344947043258435,1.1877116562395305,1
1.26112956964963,1.009105645992424,1
1.3230625859876133,1.06036439261292,1
1.3968362874386937,0.9880988175637477,1
1.2754904548440775,0.9978588191511026,1
1.3596503100834194,1.0073729629091885,1
1.3995012632072037,0.8284380883990115,1
1.5035626154929873,0.6435166413388025,1
1.6862143310954185,0.5019685666095707,1
1.7999771573444179,0.5328466192556689,1
1.7156155800166932,0.6396184880900757,1
1.812938125826841,0.5089417794003448,1
1.797014623843857,0.47032863042669554,1
1.7833810733446915,0.4904946238426849,1
1.7202166775474144,0.5370865775948757,1
1.551166975518636,0.6269305725891305,1
1.3341228217623389,0.629724495166163,1
1.5427333042770806,0.5735422041809101,1
1.4787025900555535,0.7043621508572345,1
1.568830111672343,0.6304862713278457,1
1.6404397497083134,0.5398022591756262,1
1.5297285819801076,0.3403120335147342,1
1.515923540324792,0.36517997993029566,1
1.5443470795325793,0.35821858271144175,1
1.5150092273767397,0.31174382470184064,1
1.6913913431835572,0.10335704211539831,-1
1.7306723902032821,0.1053799000252878,-1
1.7196030242307212,0.0710495758637274,-1
1.802569081902981,-0.161593473224018,-1
1.7471247479710512,-0.2251601724253337,-1
1.7524104925793265,-0.18351448142206322,-1
1.7724208050531105,-0.2694222031636397,-1
1.7517856208764053,-0.4672228344971411,-1
1.8137394191014617,-0.38945012981280064,-1
1.7320862307234068,-0.46287881298578004,-1
1.658059922740876,-0.646372548542472,-1
1.7568210219899791,-0.5464833739841578,-1
1.5701610212131323,-0.6591717355388317,-1
1.7310083936715484,-0.6024667941977236,-1
1.761869424799078,-0.5722244916163611,-1
1.6333915436540791,-0.6094257545427402,-1
1.7436228870059056,-0.6354728113524468,-1
1.6700692010969709,-0.6229235415575771,-1
1.5561051929167586,-0.6757416308133719,-1
1.5977114484379626,-0.6325167382604416,-1
1.6911931464397993,-0.6333767832805104,-1
1.5539317505064134,-0.643462084134783,-1
1.6158570316120224,-0.642866640373806,-1
