#! FIELDS time phi psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 0.000000 -1.396360 1.172687
 1.000000 -1.250452 1.408926
 2.000000 -2.496678 2.759272
 3.000000 -2.687855 2.789034
 4.000000 -2.534998 2.734622
 5.000000 -2.715159 3.100190
 6.000000 -2.421791 -2.891765
 7.000000 -2.790715 3.045833
 8.000000 -2.603603 3.110939
 9.000000 -2.095389 2.460059
 10.000000 -2.925296 2.347983
 11.000000 -2.755733 2.422218
 12.000000 -2.372097 3.007719
 13.000000 -3.044406 -3.051603
 14.000000 -3.111186 2.531746
 15.000000 -2.789435 2.444356
 16.000000 -2.090862 2.797173
 17.000000 -1.869213 2.761020
 18.000000 -2.683541 2.780920
 19.000000 -2.517868 2.821888
 20.000000 -2.787900 2.446194
 21.000000 -2.045977 2.750423
 22.000000 -2.388054 2.383144
 23.000000 -2.726312 2.367203
 24.000000 -2.244234 2.380260
 25.000000 -2.762280 2.811288
 26.000000 -3.120358 -3.050050
 27.000000 -2.958449 2.909513
 28.000000 -2.647755 2.759146
 29.000000 -2.670771 2.731212
 30.000000 -2.841412 -2.971647
 31.000000 -2.679257 -3.130370
 32.000000 -2.554001 2.716046
 33.000000 -2.705944 2.631682
 34.000000 -2.899565 2.884459
 35.000000 -3.092846 2.662299
 36.000000 -2.978395 3.114733
 37.000000 -2.608840 -2.760980
 38.000000 -2.553430 3.110147
 39.000000 -2.375361 3.136770
 40.000000 -2.930766 3.107104
 41.000000 -1.741711 1.535647
 42.000000 -1.186873 1.340784
 43.000000 -1.341183 0.760155
 44.000000 -1.278709 0.596569
 45.000000 -1.507239 1.094732
 46.000000 -1.704106 1.076698
 47.000000 -1.178952 0.600985
 48.000000 -1.378144 1.985360
 49.000000 -1.392610 1.084102
 50.000000 -1.303641 1.265901
 51.000000 -1.290472 0.930380
 52.000000 -1.425548 0.949755
 53.000000 -1.343483 1.070704
 54.000000 -1.505229 0.880779
 55.000000 -1.106364 0.977576
 56.000000 -1.276588 1.022490
 57.000000 -1.294676 0.836442
 58.000000 -1.459029 0.898105
 59.000000 -1.263371 1.144060
 60.000000 -1.578399 1.094791
 61.000000 -1.260641 1.134120
 62.000000 -0.990701 0.422060
 63.000000 -1.633581 1.063357
 64.000000 -1.302333 0.913873
 65.000000 -1.594539 0.977495
 66.000000 -1.315438 1.052076
 67.000000 -1.042907 0.723862
 68.000000 -1.333353 1.299058
 69.000000 -1.107231 1.610706
 70.000000 -1.203592 2.209715
 71.000000 -2.866527 2.552934
 72.000000 -2.651923 2.758002
 73.000000 -1.612224 2.034169
 74.000000 -1.224179 1.261595
 75.000000 -1.238311 1.265566
 76.000000 -1.409458 0.957903
 77.000000 -1.308393 1.185372
 78.000000 -1.233217 1.030418
 79.000000 -1.403055 0.970714
 80.000000 -1.411758 0.939292
 81.000000 -1.185663 0.611789
 82.000000 -1.432927 0.480641
 83.000000 -1.275322 0.726783
 84.000000 -1.494362 0.645648
 85.000000 -1.214687 0.712779
 86.000000 -1.274888 1.137298
 87.000000 -1.204785 1.174607
 88.000000 -1.287686 1.282156
 89.000000 -1.529565 1.376606
 90.000000 -1.439701 1.330147
 91.000000 -1.106537 1.174291
 92.000000 -1.375782 1.227434
 93.000000 -1.572903 1.142516
 94.000000 -1.092902 0.659230
 95.000000 -1.347027 0.707691
 96.000000 -1.169017 0.665268
 97.000000 -1.334682 1.008102
 98.000000 -1.476584 1.043898
 99.000000 -1.084260 1.051600
 100.000000 -1.284969 1.374494
 101.000000 -1.110770 1.141093
 102.000000 -1.523015 1.159582
 103.000000 -1.161168 1.274286
 104.000000 -1.330909 1.116217
 105.000000 -1.328173 0.965087
 106.000000 -1.400920 0.639797
 107.000000 -1.585262 0.798967
 108.000000 -1.514799 1.286152
 109.000000 2.960517 -2.833354
 110.000000 -1.685742 0.408069
 111.000000 -2.481214 2.859250
 112.000000 -1.590640 0.779884
 113.000000 -1.821688 2.340878
 114.000000 -2.437554 2.496550
 115.000000 -2.396836 1.949400
 116.000000 -1.511563 2.453305
 117.000000 -1.199417 0.678756
 118.000000 -1.761610 0.869482
 119.000000 -1.955088 1.710825
 120.000000 -2.348611 2.132371
 121.000000 -2.374071 -2.994443
 122.000000 -1.548145 0.841337
 123.000000 -2.116228 2.467185
 124.000000 -1.756119 2.789428
 125.000000 -2.992339 2.719402
 126.000000 -1.277030 -0.180820
 127.000000 -3.132225 2.762144
 128.000000 3.038833 2.871569
 129.000000 -2.854042 -2.919646
 130.000000 -2.510135 2.916042
 131.000000 -2.361690 2.258843
 132.000000 -2.285750 2.294190
 133.000000 -2.051718 2.616418
 134.000000 -1.115239 0.214803
 135.000000 -1.219291 0.448468
 136.000000 -1.562981 1.624896
 137.000000 -1.160532 0.299647
 138.000000 -1.367882 0.587118
 139.000000 -1.444450 0.228114
 140.000000 -1.214143 1.340696
 141.000000 -1.367227 1.837416
 142.000000 -1.464859 1.053257
 143.000000 -1.379562 0.375497
 144.000000 -1.051957 1.525453
 145.000000 -1.504093 2.025730
 146.000000 3.074608 -2.866210
 147.000000 -1.759252 2.224021
 148.000000 -2.017066 2.636985
 149.000000 -2.448175 2.892606
 150.000000 -2.398892 2.704297
 151.000000 -2.673667 2.841621
 152.000000 -2.880038 2.947400
 153.000000 -3.070761 2.861592
 154.000000 -3.025503 3.021582
 155.000000 -3.043894 2.738393
 156.000000 -2.828958 2.749330
 157.000000 -2.956073 2.683969
 158.000000 -2.821716 -2.991215
 159.000000 -2.609017 2.983838
 160.000000 -2.231544 2.796469
 161.000000 -3.120369 3.026744
 162.000000 -3.023544 2.642677
 163.000000 -1.495302 2.620237
 164.000000 -1.603409 0.250564
 165.000000 -3.044546 -2.987535
 166.000000 3.015382 -3.043389
 167.000000 -2.857265 -3.058389
 168.000000 -2.636322 2.864849
 169.000000 -1.670303 2.564203
 170.000000 -1.288971 1.468864
 171.000000 -2.399122 3.118418
 172.000000 -2.809084 3.051619
 173.000000 -2.430255 2.670132
 174.000000 -2.624244 2.974727
 175.000000 -3.011462 2.982511
